topic_import_id,subcategory,event,question,answer_type,answer_options,start_date,expiration_date,resolution_date,priority
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many points will Jalen Brunson score in Game 4 of the 2025-2026 NBA Finals?,multiple_choice,Under 18||18-22||23-27||28-32||33+,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many points will OG Anunoby score in Game 4 of the 2025-2026 NBA Finals?,multiple_choice,Under 18||18-22||23-27||28-32||33+,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many rebounds will Karl-Anthony Towns grab in Game 1 of the 2025-2026 NBA Finals?,multiple_choice,0-3||4-6||7-9||10-12||13+,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many rebounds will Karl-Anthony Towns grab in Game 2 of the 2025-2026 NBA Finals?,multiple_choice,0-3||4-6||7-9||10-12||13+,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many rebounds will Karl-Anthony Towns grab in Game 3 of the 2025-2026 NBA Finals?,multiple_choice,0-3||4-6||7-9||10-12||13+,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many rebounds will Karl-Anthony Towns grab in Game 4 of the 2025-2026 NBA Finals?,multiple_choice,0-3||4-6||7-9||10-12||13+,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many assists will Jalen Brunson record in Game 1 of the 2025-2026 NBA Finals?,multiple_choice,0-2||3-4||5-6||7-9||10+,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many assists will Jalen Brunson record in Game 2 of the 2025-2026 NBA Finals?,multiple_choice,0-2||3-4||5-6||7-9||10+,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many assists will Jalen Brunson record in Game 3 of the 2025-2026 NBA Finals?,multiple_choice,0-2||3-4||5-6||7-9||10+,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many assists will Jalen Brunson record in Game 4 of the 2025-2026 NBA Finals?,multiple_choice,0-2||3-4||5-6||7-9||10+,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many three-pointers will Jalen Brunson make in Game 1 of the 2025-2026 NBA Finals?,multiple_choice,0||1||2||3||4||5+,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many three-pointers will Jalen Brunson make in Game 2 of the 2025-2026 NBA Finals?,multiple_choice,0||1||2||3||4||5+,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many three-pointers will Jalen Brunson make in Game 3 of the 2025-2026 NBA Finals?,multiple_choice,0||1||2||3||4||5+,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many three-pointers will Jalen Brunson make in Game 4 of the 2025-2026 NBA Finals?,multiple_choice,0||1||2||3||4||5+,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will Game 1 of the 2025-2026 NBA Finals go to overtime?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will Game 2 of the 2025-2026 NBA Finals go to overtime?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will Game 3 of the 2025-2026 NBA Finals go to overtime?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will Game 4 of the 2025-2026 NBA Finals go to overtime?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will New York Knicks score over 30 points in the first quarter in Game 1 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will New York Knicks score over 30 points in the first quarter in Game 2 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will New York Knicks score over 30 points in the first quarter in Game 3 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will New York Knicks score over 30 points in the first quarter in Game 4 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will OKC / SAS score over 30 points in the first quarter in Game 1 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will OKC / SAS score over 30 points in the first quarter in Game 2 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will OKC / SAS score over 30 points in the first quarter in Game 3 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will OKC / SAS score over 30 points in the first quarter in Game 4 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will both teams score over 100 points in Game 1 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will both teams score over 100 points in Game 2 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will both teams score over 100 points in Game 3 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will both teams score over 100 points in Game 4 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will Jalen Brunson record a double-double in Game 1 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will OG Anunoby record a double-double in Game 1 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will Jalen Brunson record a double-double in Game 2 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will OG Anunoby record a double-double in Game 2 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will Jalen Brunson record a double-double in Game 3 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will OG Anunoby record a double-double in Game 3 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will Jalen Brunson record a double-double in Game 4 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will OG Anunoby record a double-double in Game 4 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will Jalen Brunson record a triple-double in Game 1 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,3
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will Jalen Brunson record a triple-double in Game 2 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,3
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will Jalen Brunson record a triple-double in Game 3 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,3
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will Jalen Brunson record a triple-double in Game 4 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,3
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will the margin in Game 1 of the 2025-2026 NBA Finals be under 5 points?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will the margin in Game 2 of the 2025-2026 NBA Finals be under 5 points?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will the margin in Game 3 of the 2025-2026 NBA Finals be under 5 points?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will the margin in Game 4 of the 2025-2026 NBA Finals be under 5 points?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will New York Knicks lead at halftime in Game 1 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will New York Knicks lead at halftime in Game 2 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will New York Knicks lead at halftime in Game 3 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will New York Knicks lead at halftime in Game 4 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will OKC / SAS lead at halftime in Game 1 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will OKC / SAS lead at halftime in Game 2 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will OKC / SAS lead at halftime in Game 3 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will OKC / SAS lead at halftime in Game 4 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-03T00:30:00,2026-06-04T00:30:00,2026-06-04T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Who will win Game 1 of the 2025-2026 NBA Finals between New York Knicks and OKC / SAS?,multiple_choice,New York Knicks||OKC / SAS,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,1
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Who will win Game 2 of the 2025-2026 NBA Finals between New York Knicks and OKC / SAS?,multiple_choice,New York Knicks||OKC / SAS,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,1
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Who will win Game 3 of the 2025-2026 NBA Finals between New York Knicks and OKC / SAS?,multiple_choice,New York Knicks||OKC / SAS,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,1
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Who will win Game 4 of the 2025-2026 NBA Finals between New York Knicks and OKC / SAS?,multiple_choice,New York Knicks||OKC / SAS,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,1
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many points will Jalen Brunson score in Game 1 of the 2025-2026 NBA Finals?,multiple_choice,Under 18||18-22||23-27||28-32||33+,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many points will OG Anunoby score in Game 1 of the 2025-2026 NBA Finals?,multiple_choice,Under 18||18-22||23-27||28-32||33+,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many points will Jalen Brunson score in Game 2 of the 2025-2026 NBA Finals?,multiple_choice,Under 18||18-22||23-27||28-32||33+,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many points will OG Anunoby score in Game 2 of the 2025-2026 NBA Finals?,multiple_choice,Under 18||18-22||23-27||28-32||33+,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many points will Jalen Brunson score in Game 3 of the 2025-2026 NBA Finals?,multiple_choice,Under 18||18-22||23-27||28-32||33+,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many points will OG Anunoby score in Game 3 of the 2025-2026 NBA Finals?,multiple_choice,Under 18||18-22||23-27||28-32||33+,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many points will Jalen Brunson score in Game 4 of the 2025-2026 NBA Finals?,multiple_choice,Under 18||18-22||23-27||28-32||33+,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many points will OG Anunoby score in Game 4 of the 2025-2026 NBA Finals?,multiple_choice,Under 18||18-22||23-27||28-32||33+,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many rebounds will Karl-Anthony Towns grab in Game 1 of the 2025-2026 NBA Finals?,multiple_choice,0-3||4-6||7-9||10-12||13+,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many rebounds will Karl-Anthony Towns grab in Game 2 of the 2025-2026 NBA Finals?,multiple_choice,0-3||4-6||7-9||10-12||13+,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many rebounds will Karl-Anthony Towns grab in Game 3 of the 2025-2026 NBA Finals?,multiple_choice,0-3||4-6||7-9||10-12||13+,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many rebounds will Karl-Anthony Towns grab in Game 4 of the 2025-2026 NBA Finals?,multiple_choice,0-3||4-6||7-9||10-12||13+,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many assists will Jalen Brunson record in Game 1 of the 2025-2026 NBA Finals?,multiple_choice,0-2||3-4||5-6||7-9||10+,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many assists will Jalen Brunson record in Game 2 of the 2025-2026 NBA Finals?,multiple_choice,0-2||3-4||5-6||7-9||10+,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many assists will Jalen Brunson record in Game 3 of the 2025-2026 NBA Finals?,multiple_choice,0-2||3-4||5-6||7-9||10+,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many assists will Jalen Brunson record in Game 4 of the 2025-2026 NBA Finals?,multiple_choice,0-2||3-4||5-6||7-9||10+,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many three-pointers will Jalen Brunson make in Game 1 of the 2025-2026 NBA Finals?,multiple_choice,0||1||2||3||4||5+,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many three-pointers will Jalen Brunson make in Game 2 of the 2025-2026 NBA Finals?,multiple_choice,0||1||2||3||4||5+,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many three-pointers will Jalen Brunson make in Game 3 of the 2025-2026 NBA Finals?,multiple_choice,0||1||2||3||4||5+,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,How many three-pointers will Jalen Brunson make in Game 4 of the 2025-2026 NBA Finals?,multiple_choice,0||1||2||3||4||5+,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will Game 1 of the 2025-2026 NBA Finals go to overtime?,yes_no,Yes||No,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will Game 2 of the 2025-2026 NBA Finals go to overtime?,yes_no,Yes||No,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will Game 3 of the 2025-2026 NBA Finals go to overtime?,yes_no,Yes||No,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will Game 4 of the 2025-2026 NBA Finals go to overtime?,yes_no,Yes||No,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will New York Knicks score over 30 points in the first quarter in Game 1 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will New York Knicks score over 30 points in the first quarter in Game 2 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will New York Knicks score over 30 points in the first quarter in Game 3 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will New York Knicks score over 30 points in the first quarter in Game 4 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will OKC / SAS score over 30 points in the first quarter in Game 1 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will OKC / SAS score over 30 points in the first quarter in Game 2 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will OKC / SAS score over 30 points in the first quarter in Game 3 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will OKC / SAS score over 30 points in the first quarter in Game 4 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will both teams score over 100 points in Game 1 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will both teams score over 100 points in Game 2 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will both teams score over 100 points in Game 3 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will both teams score over 100 points in Game 4 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will Jalen Brunson record a double-double in Game 1 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will OG Anunoby record a double-double in Game 1 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will Jalen Brunson record a double-double in Game 2 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will OG Anunoby record a double-double in Game 2 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will Jalen Brunson record a double-double in Game 3 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will OG Anunoby record a double-double in Game 3 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
nba-finals-2026,NBA,OKC / SAS vs New York Knicks,Will Jalen Brunson record a double-double in Game 4 of the 2025-2026 NBA Finals?,yes_no,Yes||No,2026-06-05T00:30:00,2026-06-06T00:30:00,2026-06-06T04:30:00,2
